Crop,Nitrogen,Phosphorus,Potassium,Rainfall,Yield
Cotton,49.127662791034666,48.54641132448615,73.61891894542885,157.76588598392175,2817.2550459530685
Rice,52.09974629879476,54.94712138242995,37.491015689071546,181.80154734725465,2860.7588965910572
Rice,58.025354396098805,25.0720719650704,53.76269260053217,204.7948405371428,3021.5724848710665
Maize,60.07733290722384,54.66382754382014,25.983858340632942,126.97496928160953,2859.12698369318
Maize,108.04928462729103,43.743010176571914,75.317337807965,105.19645874515606,3832.445179215292
Maize,84.89782306260199,25.08441963468096,28.446227466272802,130.56116186365665,2671.464943088874
Wheat,81.87127290994931,37.10167421438848,33.49380834382444,225.37072425070667,3519.5396216809695
Cotton,49.1815097495374,26.434411739403917,53.4880494876929,114.72365230673634,2526.000139710836
Cotton,108.8111754679548,48.01391555466278,65.8455800127789,137.93927297002566,3977.822824160677
Cotton,97.8251442566787,50.35472537671799,57.16107835617794,167.57077713906074,3565.527191763334
Cotton,45.41346895200013,24.231860810911957,33.92803476800937,115.57401286127327,1980.0236741741085
Maize,96.62680777838149,40.24559410778578,20.05658255164942,138.3398542323269,3351.449960085542
Wheat,83.48305738741169,52.58500224103669,65.42903481844635,282.25395779670225,3853.5207448477067
Wheat,46.53802765974226,57.446521662039856,79.11243955466563,103.85982644539695,2314.1717799956905
Maize,76.66405132229252,40.540714669670805,68.59478721836543,230.68638483487243,4082.8420087313366
Wheat,78.77570297040376,58.01116894445628,47.61239708939692,176.88178618303698,3602.4833963653673
Maize,53.26196321306206,41.427558818241195,74.22603568394639,234.52974788647424,3522.4376405558733
Cotton,115.65585176002259,35.76761978399632,44.590860387101,217.73834407268092,3776.412849916014
Maize,107.99802971845295,53.92812514211582,51.496045054608054,144.69975087092885,4013.943257404902
Cotton,93.52178698632866,39.719308418323564,48.627786043741,269.44189751467775,4062.323386676688
Cotton,76.98364488004857,38.87610042258092,46.857432359931494,198.38807652187134,2916.651624658418
Rice,72.94124332676068,39.612499576393134,66.51144615763434,264.5072037826943,4132.01370885669
Maize,92.07787737207633,53.87140007478982,51.60613443616952,181.20250723764383,3765.6033050494484
Rice,83.63454955255244,53.27766166752208,39.00302732151296,296.93711078304784,3920.448667566761
Maize,44.98184847055085,36.14079969760844,35.4894900595087,254.09787170025925,2774.249691441295
Maize,81.00021190162653,33.331994394821,22.264839018046004,293.1900410225147,3042.7808659020693
Rice,104.51228937862716,39.67712096156517,54.99170971298276,202.86529578197178,4069.9243863015986
Rice,76.73919020775665,42.91090038948436,33.797684924062054,194.7382264581401,3273.3685117561845
Maize,44.156526204341475,29.533488425119877,28.888035320982986,251.09076186505158,2645.033462231399
Wheat,102.90225595072265,51.75820338862363,59.22979782966066,276.058252602686,4765.549590949446
Cotton,56.10910257087795,39.459310629296915,60.872555469292934,292.82915917311163,3210.3821696368923
Rice,60.6896667910431,33.361821936798385,65.12929353545996,164.91038120649995,2819.407587775552
Cotton,53.17650827458367,24.272839718559624,50.21461378031549,259.7409147685278,2836.7998735209194
Wheat,66.4172051897198,29.553806416144276,73.6432763122332,142.12911952710735,2927.534986223668
Wheat,100.5401204550908,57.97124687023935,76.18056520389368,209.11486934908905,4329.624635733194
Wheat,81.55086876031498,32.203987472781066,68.44225638754936,135.96962968183982,3326.1375805965736
Rice,56.390501932057006,26.754371574681414,58.13560892049124,169.47947235006777,2678.0915813521747
Wheat,110.22640625216327,38.42691166619973,38.22325721547132,286.27167344129185,4039.4502581057845
Rice,110.36654839612234,32.28350973440995,78.97669529721327,129.21813995461721,4231.359378130951
Wheat,109.64627400368056,21.406370010847766,36.4481700315163,226.4801790270393,4330.302015593925
Cotton,59.10369691052314,32.92580869117669,32.15941531942586,218.59085458548066,2909.346342775705
Cotton,76.09914753447904,41.76434495757874,46.52924682719497,124.1476705417973,2767.792524337287
Maize,118.79917249127001,42.06849488079868,23.410434242743307,165.19580875376244,4072.153962369263
Cotton,101.76099810479923,34.26235684707555,78.70966788030745,212.59630090305313,3731.2351547875164
Maize,42.173393698044784,37.892110250104025,55.30601338498549,137.43572179769805,2370.371821228193
Cotton,45.216367300839366,58.62071672939066,53.41712549985051,260.12473128256306,3178.1088607425413
Rice,77.11451014498662,35.09393908921247,59.34777679398319,294.43130190695,3584.938841542268
Cotton,112.73761646892481,30.32907253039932,49.8214188666324,142.9518799924944,3536.1934972037925
Maize,83.09614383621714,29.738681762670403,21.923811025672496,137.3823929581152,2542.7018254577633
Maize,79.82500064274322,38.31058450816536,56.738677330423805,190.9870143594889,3422.0624868062087
Wheat,48.43789599653044,50.38080594867776,62.97043261738584,249.55305542800645,3360.7156945536876
Rice,92.54240837794353,28.239527367538926,45.00494363744319,156.3201220470503,3080.9547949426387
Cotton,105.76825284801804,48.371845085630724,65.43773432427157,103.97598173945607,3565.9196050834216
Wheat,70.43360060060499,20.845992933976653,33.62007796030524,208.2441256065788,2837.6658916786287
Cotton,102.0489480740262,36.757319119357845,33.27659546397104,291.3201135534615,4269.79693245164
Cotton,117.15813231206494,51.03460260811147,29.68501926125444,178.25537108138911,3872.2813106679496
Wheat,56.30131673021513,33.549318230977256,42.31968558734971,184.0269108366201,2965.522365168721
Wheat,81.8663704955793,42.549484057815974,70.820722123345,293.7803434228076,4307.750661850372
Wheat,62.971036646766045,28.199169313036432,69.67472372894386,238.92152232534568,3506.1062145395786
Wheat,103.42835352270714,49.679815645046894,42.96945247781023,243.83438456842504,4453.696091356012
Wheat,86.2074692704926,22.091164130750386,55.3471241588142,212.54040107421352,3153.1539434606034
Cotton,90.76659340402429,54.10170579502002,63.24897898849494,294.9218421726483,4271.822374984089
Wheat,103.83313276927153,27.927855456866727,34.472406477681375,237.77329688511122,4178.545904606551
Rice,71.6776378129964,54.97592126833323,30.088465153684822,279.0065503210339,3581.4968138486342
Maize,113.20720547256346,34.101169652020694,78.32575959273866,239.87577314664424,3725.7992735145363
Wheat,82.6423093796912,48.907342978979464,57.05343879257711,247.0231649680792,3829.3578115613905
Wheat,52.63638582682784,32.769011911447535,78.88494331001984,158.0821844284493,2953.6783256035287
Cotton,95.67192945350419,56.236466849385906,40.26535922793374,160.6957396027638,2948.78634329106
Wheat,103.46090803506036,25.065485020734975,62.18190199844789,256.5969299152058,4401.369744412401
Wheat,65.34093416540213,27.14079157090395,33.35621819247426,159.3412578339799,2453.666668956327
Wheat,108.57434055990024,39.72120500635209,35.672010276434776,212.55401416030634,3932.6235425171876
Cotton,112.4914603812613,23.277537561525847,50.714127276177436,149.8704621813404,3504.174934933474
Wheat,62.15235899022471,27.839207388070477,39.17708753048427,263.39667616181384,2839.4793517937924
Maize,118.68171781721776,57.75065528848057,30.057293830435068,122.100270245538,3472.726040044872
Cotton,51.256922243900675,59.059586445915485,35.77284211935956,265.8893279523329,3084.7439895895714
Maize,56.1612534721992,35.050373173216876,22.14490366795188,220.54596010152036,3027.1038550612184
Cotton,54.73798713904209,56.93144084055743,62.265417288649196,137.38190696541545,2941.140219277978
Wheat,111.51917680062964,41.79298702693727,49.5269994251517,208.40707710122365,3915.7000273542794
Maize,92.34340418599695,30.789698634950682,25.65458398427154,156.4997673694681,2837.0501075098514
Cotton,52.16834265778183,48.095948843223944,30.301639587709474,164.6934669460993,2941.7028399478827
Rice,75.22587346946793,46.35607226299429,26.15207228675864,170.30560831937606,3389.4376722017178
Wheat,89.22384200558416,59.56501276434933,56.75556849655259,112.6638493944642,3747.870215887224
Cotton,46.67712679915066,30.60189149637133,25.65262181674963,297.1923368802835,3073.0082176986234
Rice,110.5933094725871,46.88238010646941,65.25693998211297,106.30692562624482,3809.829670204232
Cotton,104.28828283532282,22.080950201177878,21.23065515922347,232.4993746368557,3212.979463732483
Rice,80.41654188613106,24.545841547868775,34.96254727975352,174.24552955148613,2901.4461914019857
Wheat,117.37012922073363,20.15673499804373,73.44000055351444,229.2020581893398,4063.9883915949645
Maize,73.42087834200797,59.97842724238693,63.11187908733476,171.24965061751675,3072.3059537795407
Rice,118.72882552291982,52.09094788589911,24.37809997554126,234.75012925177174,4444.002734848959
Cotton,93.43359990429016,51.468920589341636,69.26756626911079,245.84710189367215,4047.3855309107216
Wheat,90.77370186031531,40.38904301152719,49.58210729241229,238.11052807992897,4103.954339806596
Rice,53.2763916236628,32.0026833162176,70.80698163012975,122.79239627163045,2885.4756468699943
Cotton,110.55422066437151,26.050571378507037,56.04438646702361,231.37864693093692,4159.099421984048
Cotton,74.19917503364921,31.386989553858548,60.90998192197152,155.99750989081946,3254.537411866597
Cotton,52.97867246259835,35.03884887716556,79.61009362374249,105.7602741138667,2545.1561271410883
Rice,41.00860159806072,50.25240387921176,33.94013275544109,182.9661343777908,3059.878212581665
Rice,84.7804546910706,41.5864715561261,57.4367344856833,186.7086205607602,3543.77764851168
Rice,82.19196976981411,23.099345062219307,47.6192834034439,193.43482667048931,3275.497485269847
Maize,97.54828978953269,20.72116035835649,22.367117175361486,240.96483307814324,3270.7493942645374
Rice,111.22064424142417,24.093287181362527,20.8682384901719,161.76876182849182,3075.825921371924
Rice,46.35252677144236,36.419948547895174,27.15371466907152,163.05610262078451,2477.5265264576983
Rice,98.51971922722899,57.32771668196073,58.94550443231289,112.11045124825212,3665.6732208227363
Maize,54.99295552780658,45.496099248368864,54.02978527480353,237.36424319845918,3065.6073677456316
Rice,108.65416425257311,52.073035995020604,53.20577366982364,213.5652182799168,3820.928536890532
Cotton,105.52508110893248,38.654983780181944,21.911405751695604,169.8850225387576,3114.3696637018256
Rice,83.26350039884355,34.46664332780171,48.158179781600424,241.03779578347093,3898.14693311894
Cotton,96.81942388986492,24.336014908664907,75.4773690705517,207.47154984537542,3673.5997951914237
Cotton,65.14800905469987,55.037320887448196,43.855512158638795,193.84898917410794,3156.1849446719452
Cotton,77.69343191462517,51.32640116111611,57.49534818730738,202.2649087322253,3963.261678620612
Maize,105.73095181683773,26.724723903909005,66.78912053738861,227.2696250534113,3747.5555098193263
Maize,76.7412157738571,40.49042255505042,67.03551674851326,232.0005209149199,3515.8360202205013
Maize,68.62386122603534,39.494992316849796,51.15680494371628,157.79156382814344,2817.503571308541
Rice,79.536995780024,45.003662107461146,71.47711672414019,128.14867267823064,3731.7415202540305
Cotton,106.25994019497747,57.84747575965045,43.48268560182482,131.32683623810374,4196.655544979771
Maize,66.81664378966983,43.190857670499184,73.3215928870879,227.87817718060035,3781.4875013844703
Maize,53.900927450859506,41.60869067114474,34.41362998373272,274.57465715342516,3382.376748812221
Rice,96.96112162646246,22.01291731738656,36.81298441943426,181.89925566911035,3141.9925689116744
Maize,106.07825701664655,22.51629904072096,23.187237451940067,133.90403206589247,3567.828871363223
Rice,48.05099828188267,27.493871653071555,67.73491019253697,251.32049965877093,3195.720092719637
Wheat,59.189929020475574,21.29883086766993,45.02331417396233,266.49789488388967,3317.0048750521064
Maize,51.35775918087951,49.7341158228005,33.74699683468394,276.1164886241933,3212.920231904505
Wheat,67.83531292657332,48.933212159758526,33.90741665699478,221.36628578274664,3187.131627247201
Rice,76.02807831243301,25.442249377265718,74.08399647375398,272.1457118776169,4191.1414911756365
Cotton,99.90610695706451,53.443156031811235,70.0349960276622,103.08299168968153,3790.323636268502
Maize,92.09180679053392,26.191441393844478,53.211853121431,121.4471603539047,3474.148017207173
Rice,89.67428539827449,32.04702347989435,56.96664802494327,118.51521341041975,3224.7760091654654
Cotton,68.18999572877235,29.9590759664546,48.459534233017465,242.5209368509466,3072.0372271944925
Cotton,107.3158042467808,34.89228394292191,43.49999257272853,113.91635670871581,3209.1378598083597
Wheat,77.70297339185316,30.186550635598476,74.9286128730999,199.2728744932614,3532.2839404939973
Rice,118.32839504121236,39.55803705753809,27.536762211218125,194.54137972725783,3696.0570221699186
Cotton,90.73137106365894,36.29631525418742,45.10680738297368,162.1407047116482,3053.626707427165
Maize,50.10117932516022,59.46277963117306,40.67371447927252,274.08103398841996,3692.871156108542
Maize,94.09420496603472,22.237054005129025,49.8890432150689,134.0866403759992,2993.6464537749803
Wheat,66.00832123453591,25.687255055494063,47.457912472710504,170.49255687984797,2857.98693896175
Cotton,94.9061757348878,22.1130357563441,51.13337189906488,254.83430000458583,3833.206208789089
Rice,45.57129185299246,45.03364779929503,28.395138633619645,106.08446287865685,2028.022446344743
Maize,53.99051497407675,22.180371096548782,50.78849009079663,234.59008004927372,3281.5288904234867
Cotton,108.4589807124629,53.457589495044935,34.54512883323265,263.2795452723141,3976.3163011576153
Cotton,58.17436456188119,40.47754522727711,31.059880939291475,286.45356776763344,3341.142068967462
Wheat,106.9632900194352,41.08030498326135,23.890053127171473,275.259328098297,4095.0294785063156
Maize,62.34208707635283,42.46378030848777,65.75915352536845,163.87682336673703,3095.134932447537
Maize,91.43055280469662,26.83254825224843,45.646515251393595,217.27282826459052,3186.341670030413
Rice,95.53204588078648,27.9076121245795,57.5986209987055,115.45869863009317,3425.452262452497
Maize,81.01238025160424,32.75269291492019,63.6556005982846,151.5740007096017,3431.5588366224224
Rice,64.4248541357385,43.73985663287406,60.75899991881321,118.84447574950147,2717.445899825617
Maize,57.01155010968769,28.404711037608582,48.23004314538093,163.03745803079278,2841.423957834795
Wheat,42.6551483649941,24.65326908533045,43.27391173710379,275.0374426917458,2965.28515199882
Maize,64.31571209925791,58.804675456737286,42.55759457843982,169.43336793485852,2815.928672385903
Rice,92.25302324250265,20.879272592384915,58.40292781580338,212.37962060028528,3343.5508419902876
Rice,115.06438547587861,52.10789621344087,49.6876612965124,186.67616962298817,4411.281515429565
Wheat,109.69635858104417,51.52140598300088,70.94793487931064,191.78330485974706,4338.54124563216
Maize,101.28518212282421,31.88856455380384,72.48211905960272,293.9144103673117,4259.11355883641
Maize,103.0757874602639,25.425064640292536,30.233622680391107,159.23089365277158,3044.3366722428686
Wheat,93.19879227807962,25.825145868216936,28.17401909274354,225.46489390463427,3267.696222345788
Maize,60.82294860528024,47.8972646894877,57.82405556215997,184.0125339158894,3056.763593900517
Maize,112.57560245646638,45.712263643446946,38.073544883736766,112.22923620953725,3305.298879665499
Rice,93.65858495246673,51.30982697005547,21.114243125905933,197.8661663248472,3066.6046875725365
Maize,84.8352504784352,57.499246895964184,73.3185601617773,262.66866580902166,4548.557723626482
Maize,48.879157537078484,47.67709453066368,33.614046034628494,119.75059373633768,2629.501817216211
Wheat,75.76444350451403,26.23406146205774,75.75683910114854,113.9183694792618,2687.415096082025
Wheat,76.8286616961541,29.737704670616427,63.04606705269522,130.72630407865333,3057.938381389307
Cotton,109.16508876181359,53.68774923492458,65.75920939468907,252.88002227786123,4305.6572431892455
Rice,83.73185761502307,28.372243033368342,32.08768974758962,244.7990768289476,3327.120829284836
Maize,70.43204391763277,22.900892678179257,34.05166553700877,213.0035537812221,2861.9302819633253
Maize,118.14402628085274,48.13120216169002,51.276065229443944,193.6452808185265,4078.1954014532334
Cotton,48.857647466105256,36.101054219605686,30.32599115899173,277.6651629405244,3504.972802336774
Maize,73.80387426495557,56.801602101836146,38.32590156098193,253.3395647666965,3549.964380265488
Rice,43.36197401371243,46.01020284374646,39.28774867686827,262.388450260361,2835.391748175538
Cotton,99.19232966135442,23.61675911166643,29.577795995165843,262.65246027013086,3487.2579471724275
Rice,113.44612417593206,57.91426269014643,32.31097000370964,228.5434309491116,4463.772481331627
Cotton,62.40298636403915,30.342290545609835,67.3131105204954,191.60292486318917,2705.4813876976887
Cotton,108.66733414392966,33.48849961625143,30.031751272836104,272.9355505171301,3832.213546190883
Wheat,63.37745843695182,36.09041654734168,21.70744351063535,285.20148352065013,3578.6668131707206
Rice,112.86161293151322,22.04897185617253,57.76129655773631,104.7612086516686,3458.512250876426
Maize,100.31695228774271,39.86061688922419,78.558987163547,110.31097465325026,3669.1577900108086
Maize,104.39254214731508,24.93273964301169,39.872828877387285,291.74865938168745,4568.766835086047
Rice,41.440524448036356,36.03881306753407,27.11934219177514,155.43212276883895,2288.336220874134
Maize,117.02482856592208,34.02839151968337,54.22323952205185,274.67388792988373,4253.342906952839
Maize,98.13367936562585,50.91360333706014,74.38125266573877,177.75902379228052,3939.45785002569
Rice,64.38008763089067,52.126820465309244,67.04370678970872,123.82001152187112,2790.042471188544
Cotton,106.35157318870776,26.13651529556352,57.35095210476296,116.08864004186685,3695.90348220439
Rice,62.521695873194396,34.66204749516905,38.90338979645596,131.3015798160913,2730.5173220887227
Cotton,109.82030716529023,34.934126441273264,52.5128103965732,149.97863897347295,3952.0998825963225
Maize,49.00643123295496,26.056417757443402,25.474690478255322,197.70367078616525,2741.3040161332324
Maize,96.29487819686366,51.93814020204762,60.7367254568402,240.2995801131567,4061.87794987042
Maize,83.25587813159282,48.28913313341693,63.50576113385905,297.27971529705997,3963.343378791342
Wheat,47.72275761563527,27.61527145188139,77.90189737459514,188.3013486578342,2897.9903337121227
Cotton,59.35150626070712,34.66887634375196,35.6238415247043,203.63698846862195,2640.58671871077
Wheat,40.99232290218518,24.23220099426057,21.107385142581357,204.3631402766511,2302.7769958317854
Wheat,77.50143723716047,45.12826388372176,52.73650786562904,207.88687109758723,3786.3886912264484
Rice,64.10122086080003,24.854876981944788,62.40743026380887,203.54813142089245,3051.860547507997
Wheat,87.86859874382071,59.43736674499671,67.42444855297927,101.75495101238357,3515.4011913973786
Rice,63.77902461668938,51.22728298751449,31.624335981488635,100.34496442196814,2557.256616819468
Rice,63.993528920558774,35.609541983359804,35.70517214222142,119.53326362522458,2734.597957028137
Wheat,99.45545589852827,43.14255729117418,50.755455516037784,120.31132068583577,3250.074453685083
Cotton,43.85142687826828,56.45367264865635,39.83604859820011,240.97938179095922,2520.9155851187274
Cotton,112.23159961535897,42.163971215833044,71.6306891952467,140.98320650319994,4065.07658697877
Cotton,108.18110995129452,26.979939455918206,48.42560922432322,278.9428209511226,4396.9480549201635
Cotton,93.42437465811253,35.14813422324637,67.97471864612018,285.72126591540393,4323.363431752837
Cotton,87.45772560859075,53.72579460118982,54.83718562894123,295.1786675791798,4083.156166487219
Wheat,111.38419985117218,45.768520639584715,66.38540849702672,287.816260977404,4373.320210306886
Wheat,54.82641436229716,46.02897537335201,39.96037919181943,154.37766438370494,2834.3396597833726
Maize,46.31753297526629,54.672859427539564,69.88499731581868,201.9553689407025,3233.7864627806357
Cotton,59.16081359276305,55.75892229850019,36.47433893306129,135.0909940393882,2742.7519148647084
Wheat,103.56626229601522,56.79170287117745,52.765928480197445,261.24193103448664,4835.177931505259
Maize,42.773621338118666,23.793967730126244,32.84042679043245,277.68634102881924,2535.588746350739
Cotton,86.62454680667918,41.76504007852404,48.5315912975716,270.25776785950296,4340.786331017611
Rice,119.63500129530479,49.620380848732744,39.09051257052219,186.673389739367,4081.092644119996
Maize,108.45568750700315,50.27707380508055,36.002205838232854,251.7347769373562,3715.3305846384137
Wheat,81.71565512348715,44.268648078800155,78.01910108168225,119.51583391525389,3335.0750859816776
Rice,45.09127274293139,26.671493407346965,29.60444632920384,108.04895412385014,2207.864083322078
Rice,106.50988115085678,51.89682215766658,67.23955024744372,250.64728286175216,4374.307885189376
Rice,87.91828065417684,48.80445334059783,79.04989756899289,185.07105486573676,3515.342106571371
Maize,49.19463976476535,23.44543086196145,21.19408902440467,299.10985294791385,2833.2102081438866
Wheat,47.5085827858685,38.55239298697505,61.9416448425257,119.45084317110648,2320.1607767971964
Rice,112.7701455549274,26.959095980872142,35.174708333377225,271.12553630704673,4183.7001369001555
Cotton,93.53602103504628,33.499081828518875,22.42926945969827,195.99661310579836,3483.263074715937
Rice,106.34294394534044,20.723243688227416,44.17337473739785,265.4300391007754,3667.6682562156857
Rice,110.31831202258138,36.01319473643033,76.1130686102525,263.425456434029,4319.6949077373865
Maize,85.74178816386578,41.995076846248416,20.705905662019862,283.1984002724155,3859.504783363575
Maize,81.3957081404033,44.78330371308347,55.273141515786904,159.57000225722055,3138.392747953493
Wheat,74.43419282567922,46.539613805148406,50.083788715719464,289.9598706924006,3578.388543186206
Cotton,65.35572702328955,53.4516525240984,72.40304986226285,130.33339207152406,2898.8475927395775
Maize,74.76767686869694,28.618516291029202,25.04010287123754,116.3937555186981,2609.6198386742913
Rice,101.91037245841251,24.819272897538717,60.89156179319902,186.32310347446983,3750.0385442055954
Wheat,88.15387448121052,54.061486875917026,60.80658190599664,265.6645937283685,4000.8848632798417
Rice,111.4018631963877,26.264512595705995,60.144801011736995,194.6842261266891,3896.5481784663243
Rice,75.47040115033502,58.99040325344781,76.54006969610222,265.8573355061028,4542.822530277723
Maize,88.56716629750032,53.70152917594548,69.38525174041283,245.93736115886105,3918.65162743523
Wheat,90.5046042473591,40.03506423558397,22.518363574610362,141.88567722778672,2556.1800169118965
Cotton,87.33577298450604,59.25685699688101,48.26497104227079,289.77632497989276,4328.426426935945
Cotton,96.2107018468413,23.89506916432017,43.87718337208001,112.15623372588068,2990.486174589792
Maize,58.9946774699845,32.12263044700407,38.608833265448126,279.655941508759,3054.237528318271
Maize,80.98910220366325,45.52897660162446,47.080203509245834,160.8886897980748,3442.417102306991
Wheat,48.337984224667814,34.000274738927146,43.05165109555865,200.02961663287988,2918.5578931983296
Cotton,70.760906211585,57.13490207923167,45.94003399271992,184.4703745401469,2788.99784441722
Cotton,79.01336548970116,22.6250435271127,78.75571193651855,134.36691138338324,2989.983300089203
Cotton,92.17794076363779,41.97647328243858,25.317978484974844,171.62937328033863,3853.6263221853983
Rice,116.04248420689628,43.63465069580458,75.3338521903238,138.58688725855905,4204.504711219369
Cotton,88.05208532386847,46.109124951088965,48.8142028082616,140.77729509210477,3499.3014483601273
Rice,99.48751329412478,30.22664893327258,57.42453472997247,137.41136720527606,3708.020779477492
Wheat,80.50128475961623,34.58265710079458,69.81097799706163,197.80347606931883,3555.4093774997687
Rice,90.72832251010651,53.747221186599106,41.62778174895533,259.5862735022631,4191.45668444488
Wheat,45.674577290701876,27.797710758806392,45.825314485278014,213.7940067522482,2862.453609911632
Cotton,60.35132646734776,53.07471388693448,44.57110881672284,278.6413177101684,3696.8984939617335
Cotton,68.9482474564111,42.50621691610969,42.483861352145595,227.30889771534484,3232.023166652545
Wheat,77.79946840052108,50.48750044776328,75.5317592988137,237.86802312652088,3993.912875794845
Maize,43.6518996401907,48.54429465053886,69.73579347158073,233.52144594540064,3086.1405026960147
Wheat,51.20192780426542,28.30045981539516,26.539999391778565,189.89183863674822,2479.30298150467
Maize,62.14514462330446,42.75250945735492,26.487401148625764,237.86776444001657,2793.732827369263
Rice,117.72261527208406,54.7089261122037,45.67217089117947,113.94154929379224,3604.287645806475
Rice,66.50776056824407,37.28464947207718,25.91944260396854,271.9702943831326,3193.0233713674356
Rice,78.5632846489666,58.663630808932666,57.14558571626718,255.56242868878348,3731.4443361376607
Cotton,55.68781701907143,38.08860400406872,28.621496435704035,149.04599164633578,2364.6345592945354
Rice,88.86240568606146,25.711425466715387,51.34239583800806,253.60649085081647,3648.5353263949746
Maize,62.45465724127794,35.57738720310693,20.433196820223067,102.5285202800037,2368.6526325486298
Rice,56.55940627507414,58.068096255621484,38.9957809047588,143.4493144961761,3059.4051750104886
Wheat,81.32581027567832,32.788833973594166,60.631443420359325,113.02744773417919,2912.8361726753024
Wheat,40.440463932833666,54.723926394682515,49.04233641367091,256.0453833235789,3489.0419025989554
Cotton,40.613122611938024,55.25002726727559,78.69616915993929,251.17483023567743,3671.525146656345
Wheat,57.52550472814862,34.00746097327844,72.44622776397264,262.72720476036613,3607.6703762135585
Maize,42.937709000065695,23.330306322025287,41.544246742589074,100.89633866510577,2011.1788809410602
Rice,48.64206033045531,48.982316366352734,22.729192488336476,200.24654533568162,2771.6497443733365
Cotton,67.10885194710013,32.46049196055944,70.73757800690113,240.9672395034673,3806.4600038274593
Rice,104.20685436638503,51.316944570302894,74.67405861888028,131.0802257478031,4199.563343306202
Rice,85.76389146954406,37.70619393041733,69.23764360514221,229.95814550252493,4172.1282192767585
Maize,81.01341807651332,39.41066969370486,27.676996455185893,116.82201986193715,2802.3813335324935
Wheat,63.47910585664973,51.11637626994147,79.87490806473727,136.26517122086264,3374.837148660332
Wheat,114.54029755462531,35.294533242465114,35.51505329316643,195.1593629989202,4152.0937294746145
Rice,71.76120329897533,37.72509381291658,63.452294768502206,230.7130305362204,3376.561876773581
Cotton,46.96742134366172,35.047618750784885,74.4820925801433,129.17382539077923,2577.070848521083
Wheat,89.3653212894241,34.6936206110912,34.14122685984257,137.0446661661876,3055.543995725461
Cotton,49.10707147812811,41.03786307605837,74.49551328062397,140.8892734131326,3050.682827885761
Wheat,67.61785142413537,52.35197778004603,38.568894751692014,147.7401609397957,3198.5278488905433
