Actual,Predicted
3154.8547002426044,3415.151800730762
3237.175845969874,3044.042674473065
3138.392747953493,3411.3630095492963
3032.8827438790727,2651.8361010438166
3747.040164500656,3805.072355053799
4545.4927408007625,4466.929887312467
5032.798790239028,4928.518341859656
2669.4720842278084,2899.3420374372886
3059.369783825575,3067.855542388258
3438.4906642093893,3291.2941017337002
4427.077551914267,4065.2296659424364
3150.069766422964,3078.961814043432
4151.741895480267,3892.845305168395
3815.857610668456,3559.9931806563354
2368.6526325486298,2370.299434208306
3868.7337198893806,3953.699745745544
4416.709666419296,3936.475076567821
3270.7493942645374,3522.8857364979262
3255.052175475192,2918.553370218475
4057.9000438351927,3767.07570319071
2804.0296133366483,3175.3825209521046
3331.594484832653,3279.5749980637365
4542.822530277723,4216.926648006194
2718.55240694533,2654.9026364653646
3206.2842672858337,3318.9109488661325
2990.0684929137656,3171.8110429708713
3850.1542146580177,3651.328402709308
2916.651624658418,3352.4705955328564
3191.3994084840265,3347.411501016826
3088.712994501784,2883.8594425585015
3978.1931546591504,3926.7188691644874
3931.794440440335,3882.105300324678
2083.012049983027,2536.201013279751
3150.385600849484,3547.1114779271543
2400.974603261109,2863.9878356527897
3286.4433749692303,3488.8082375857425
3463.761224037611,3847.313818537718
2794.449661683384,3410.1342624665135
2598.181955931017,2825.776436001762
3961.4502450825553,3552.718493177897
3538.9412055263047,3397.8835456373217
3833.206208789089,3738.504968504763
3927.970356735618,3773.2757158121453
3565.104546724114,3179.6758906032624
3275.3928716795062,3348.67011597201
4197.285073077853,3858.3754741571665
2541.3156324332585,2603.476420835842
3504.697543140393,3324.6315385446583
3044.3366722428686,3402.3153675476983
4333.513981280963,4213.842339170923
3792.576797494704,3947.608014169569
4129.096653152277,3895.492483303283
3760.053072212613,3921.182612305641
3248.521375115891,3439.264310737654
3959.943055442014,3787.701180871697
4119.296619841622,4448.674257813704
3264.473557329973,3207.73135008203
3809.085754508947,3729.9669692447387
2821.7215542239883,2958.8521524498433
3748.833637321264,3485.535192128934
4095.096284799352,3806.6917319154663
3374.5301393525406,3320.1355037768
3655.1805250057314,3450.7778972416977
4484.42885641245,4331.587970129502
3641.5407728747664,3792.153068936955
4350.620134993005,4150.5699496764055
2647.151451979493,2964.9160052206557
3543.322452868233,3272.1595556706884
2509.007790353936,2256.6366925946177
3233.786462780636,3204.6860707501287
3341.142068967462,3276.1114390500434
3334.1178733955985,3572.3507188212493
3029.106279392066,3139.714077099706
1800.016333471931,2226.837248285109
3799.285936311679,3612.0820462592155
3542.333678842729,3838.1150714699356
2248.6329586663014,2076.9246739708506
3572.2193843317727,3013.67704895973
3197.7332624496926,3362.6697680501184
3853.936027942671,3764.716867591662
3272.1063965976414,3407.056796915991
2579.7226017575467,2829.7534245802713
3542.5252192284065,3570.9702509341205
3283.5236834616385,3621.9108945333414
4024.930109439245,3914.00960068051
3058.430851376612,3256.7816167796295
3515.4011913973786,3438.9851185360453
3680.556099923989,3596.1907160700803
3429.945032815475,3610.167792073553
2831.854896113007,2734.7845267499174
4139.568505550536,4100.701134007541
3784.4117833027785,3583.232278618117
3133.8152144621176,2352.9091838755003
4756.628818516568,4503.00416779346
3449.5158177503586,3316.4459287422883
3228.275956087266,3187.876996362633
2562.6010885076603,2816.384228154653
2431.3570952650266,2692.4623427170127
2930.49102894788,3034.535998174866
2927.534986223668,2959.202452779656
2431.422745208341,3003.3157822960306
3565.527191763334,3642.6220072556303
2428.785632004166,2610.1244437938503
2426.8651060281995,2607.3635328852993
2815.928672385903,2963.508932908232
3144.6844115148,3393.637017339354
2846.7001087944404,2959.8769424905627
2521.243119336523,2839.9902523715614
2001.580973243715,2456.2919452935357
3748.97618244032,4168.784216341067
3820.928536890532,4349.212219642869
3148.3499997193444,3104.0972411582356
2605.619637479644,2807.4795008116826
3198.527848890544,2902.859075198813
4328.426426935945,4176.524579171687
2526.202031043306,3123.521435846707
3474.2776196672903,3063.724460401258
4001.424233506261,3499.449994884516
3273.3685117561845,3249.1080428114924
3494.344132951629,3553.4849036493465
2879.443466800827,2660.4072827112645
4531.011477787541,4260.831615880237
3497.639050869451,3507.3867165133265
3963.261678620612,3709.9663646291788
3451.9194064565145,3289.281556171883
4341.057874627809,4260.148066326635
2423.229933071016,2688.1409029183205
3638.390980224955,3514.420280475885
2916.854208917102,3449.565125320264
3018.153883474553,3380.6655124517006
2486.745137824304,2623.999003948063
4567.58661693835,4532.301659436646
4122.179089436667,4341.68391131087
2958.2132370825416,2974.89534279773
3518.8810857207363,3417.965037765073
4875.3977493999255,4342.616590509481
4183.700136900156,4145.919362689812
3929.559671482773,3724.4389049679708
3188.930358427927,3213.0237627350316
4610.588718659973,4231.8977426705815
3784.2075409449294,3510.1879842133694
3314.6709229106787,3448.877092713935
4017.024257448296,3652.644188405093
2829.141258166072,3463.471405994794
2532.0395507309618,2639.8931926801297
2862.453609911632,2755.1892411427357
2988.195631640759,2949.237144596927
3500.5021745603744,3668.2003166599998
3821.5891535939695,4086.852642230594
3792.774662898439,4041.9946090161698
3881.004463028155,3765.5044000056378
3308.525798290518,3275.794803676835
3806.4600038274593,3551.2762425610554
3878.9474047864487,3877.8588056103404
3090.972607850417,2916.1052722141826
3697.4958133874193,3934.025118964458
3947.250738208935,4049.9957166945105
2918.971737453807,3287.27898449866
2992.404936839436,3106.9784233882424
3794.205405350373,4061.067736391682
4229.878462967451,4265.790838581037
3161.4672365074894,3182.800380470076
4135.3808751879205,4150.956294743411
3851.949224795745,3911.6448327568173
2950.275268126498,2882.3165251216483
3759.109583352356,3549.0877012945657
3042.9698466961927,3148.590503444923
3050.682827885761,2810.6061656120687
3669.0505893055856,3672.77283274991
2930.903407535712,3075.823717736703
3457.4061690417293,3532.9969272782105
1869.8394086760927,2488.2678202995567
2165.547254204538,2321.420518098301
2979.0847179493,2620.4510284680523
2914.322873619695,2789.610330079088
4340.781270624643,4226.630269801322
2879.335553305872,2851.7223852342395
3663.428069728292,3683.259035347104
3557.480714583916,4059.280413075257
2785.093929932175,2825.9452244931617
3915.436573710496,3966.8921674039725
3765.603305049448,3633.093070659535
2909.346342775705,2873.1112959306665
4024.551339449479,3715.217558030493
3475.9981393720805,3942.099474065078
3312.999968229129,3206.32847580895
4122.228836214714,4190.388915322683
3788.1860892344375,3678.7882563590933
3479.6856105131737,3817.40521398368
4159.1205814911455,4146.244898303689
2845.7180487053183,2763.9502032162195
3552.416345185075,3976.186209332096
3538.6083108581856,3610.7408743972433
4444.002734848959,4185.79555434799
2555.972575160584,2896.904628371353
3421.84536363173,3253.491383165031
3773.386610074009,4001.1052493020266
3876.756477634647,3622.595637601416
3461.695243763014,3965.7497380803866
3867.3845795542993,4048.873814304458
3639.355238197533,3678.08954646162
3370.928590415799,3576.3783479178805
3028.3277675544928,3205.6439363142335
3442.9787945428257,3579.7977818474956
3991.126574652445,3811.5412996099867
4143.8099182287615,4100.015559853256
3132.99577045714,2896.252083429325
3023.907497646564,3095.836762390466
2835.391748175538,3008.179186684421
3474.915106304862,3713.600463775017
2714.779260822606,3257.6400179308234
4182.556468621757,3821.6509365606767
3672.120727620541,3778.9658594505117
3368.676381703887,3443.25125268514
3369.036619010229,3394.168624495419
2661.3659985468485,2585.805010825794
4307.308721887823,3987.6065442748522
2450.592728673664,2552.205666947292
4835.290986033184,4409.568829640352
2930.062078437317,3152.022506255265
3817.3016883038126,3709.315633643739
3066.6046875725365,3484.40969072147
2751.713772849679,2951.0122406618643
4183.511644772822,4252.801045502864
3101.77663028639,3006.7864178650198
2463.159402891059,2687.5122482301126
2364.6345592945354,2623.396149665706
3105.499900505822,3246.0214922521695
3428.76423268537,3488.7517026291493
3293.0797478712097,3043.2421105678736
3142.11656941076,3365.906971645353
3577.170309026375,3686.0427164842545
2601.19449432159,3000.333121836838
3465.933671846851,3100.937570144328
3263.512034688763,3465.9071095811814
3617.156042760442,3484.3220670419064
3042.854202775351,3208.9617512988516
2629.501817216211,2372.3630862246764
3676.8899324505246,3593.531898915089
3345.661035217849,3781.0403295971005
3458.814784271187,3284.539421499935
3365.554754487389,3130.4880448738254
3132.919196724028,3262.1857037673126
4463.89896254842,4227.074198054964
3029.194175040346,2989.9883352815673
3255.586182631484,2855.7971092743323
3564.066836121533,3863.9665297696397
2853.706519324652,2768.015055317456
3704.281802080819,3357.063718443095
3260.594930180813,3488.523222443513
2148.713261579064,2645.682565709408
2827.817379715568,3279.8215534079154
3486.766512398647,3385.587439321475
2897.9903337121227,2888.9494185655726
2564.0380127857434,2295.5265973793084
3658.6130385545134,3382.4291739664277
3834.028152897137,3784.5377780620474
3313.787552933368,3508.867339109355
3357.353196724158,3344.3085049767
3223.161064338978,3348.0006710392236
3557.5267269506794,3963.777548507662
4321.813847801291,4392.022000485199
3917.6222002227946,4167.65361050381
2370.371821228193,2590.4227375126725
3578.388543186206,3809.9868708220934
3671.525146656345,3453.507243464358
3502.548985250282,3394.5930341801914
3075.7072894357166,3284.286034974806
2779.626874501526,2869.685396173436
3554.8483228368027,3425.0086717469885
3737.3429135406936,3723.8132808637974
3023.261923867199,3087.7001186037915
3558.874455091668,3649.390765008952
2798.360772587185,2952.2321390444577
3268.4707245055074,3065.461961864965
4386.264894897367,4185.199275377502
2402.5999536439217,2450.078980254131
4403.416311675033,4112.232524517708
4804.049670633231,4351.14092529813
3230.188824198461,3021.916253761037
3588.079890365938,3193.701229969771
3738.1891241421617,3832.8509806436473
2095.73833282887,2744.941714133799
3381.646418292144,3228.281775889437
2988.654925615858,3011.6119671077126
2920.2817910010253,3192.794545423481
3289.569584346264,3381.7060732715336
3691.066658958001,3957.687254701573
2837.648516504905,3039.944705640495
4675.131730119101,4541.878582908562
3299.499758402607,3861.9129174209415
3827.373516782665,3676.8537785750673
3499.096714873633,3583.198464467768
4335.053866629915,4462.619708032233
3141.9925689116744,3271.6741314074197
2917.481524447985,3104.7405083607523
4001.104407528516,3785.099482283027
3402.828980696686,3295.682544631958
2953.6783256035287,2875.899672408116
3076.4666599350658,3220.718290282156
3155.1868389897577,3011.275956636557
2742.7519148647084,2878.923907037702
3942.108631649886,4021.6126429628493
4249.984012968011,3649.7686940301987
3171.607139875852,3312.1622120531983
4331.002501647879,4336.882703157817
4399.774490604377,4800.864191603405
2594.898057499966,2632.765909892348
2848.985649458894,2735.735885035772
3119.1175414371664,3707.1418300469777
2687.061555801188,2648.9885538260514
3382.231812340827,3492.4845497287765
3391.4214453650816,3398.6574445627894
3658.9942558386233,3712.775584320439
3587.8497594164173,3481.03724737121
2534.750734077192,3096.42786811778
3247.523074978719,3183.639478926291
3158.4492346395728,2928.1019963766225
2980.1152603201394,3142.437793232325
3898.263996049054,3795.2441974267144
3850.8378507465,3538.119773862122
3032.723057345815,2991.6006615082297
3307.347588543067,3453.386243166742
3432.6208124487293,3213.5314095548915
3520.242068139348,3896.18753265345
3178.3526171449653,3345.5451671392116
3677.20235964773,3383.67657865345
2839.16794694953,3178.7751124691304
2622.137685397921,2643.9494926334573
3868.493229120128,3643.7333585987
3159.324303525428,2968.4718446745437
3530.521252979532,3444.947037693601
3320.3962135222014,3254.0328243346303
3763.120484188252,4052.8124402217227
2805.589119271095,2867.842623531362
3179.4811888939,2783.6383619121534
3065.3466927823,3425.3376840968735
2939.456799736696,3471.934660275258
3526.3206873730564,3225.690638625555
3923.7694173924574,4185.210524815163
3620.0096516271474,3375.1625481365545
2892.0608597704777,3302.963012978898
3853.319172369642,3658.359897378593
4257.511559373045,4436.116853650452
3533.6960753372646,3481.9895967794673
4534.356212728568,4091.64071679863
4108.232069880116,3740.122745704508
3579.1561702097324,3960.081899842323
2803.1723455682863,2830.584075051609
3481.7593933588337,3769.377823705484
3052.582345743822,3425.593735852296
2964.753529440316,2834.5190078361397
3625.870514146761,3507.53699603252
3951.539618432297,3482.8171329542056
2882.668269425209,3259.726798731718
2437.927058836221,2294.191740743303
4075.996637746236,3922.140160451585
3420.4104173980577,3214.704374860271
3816.5045469757592,3720.9783340663867
2659.1600470337185,2914.0490229754737
2720.036317161959,2894.1660844368234
3156.705199659298,3194.931572524487
2783.7241912411337,2993.602465994435
3718.702182658177,3928.9348933993806
3454.781865009154,3388.3536187105296
3958.378511965448,3740.980198350985
3783.439438658504,3464.8097756297884
3978.349668552905,3891.4848390831994
3485.8999495583143,3704.2569523443512
1803.686072610836,2212.0789795843352
3715.771348037959,3614.361514871828
3584.88603672939,3474.5297734159576
3425.452262452497,3192.918900659876
2913.074912359464,3102.35551183646
4088.135049121913,4170.1667272111545
3208.942810883894,3394.6139860764083
3554.414244095042,3458.0946285847085
2493.5277983587994,3370.581771892791
4247.540621853224,3872.811018309412
3498.6516898320606,3619.6097325959454
3975.577332288892,3892.5838257512
2695.121290048085,2680.059431079041
3165.0750212346807,3446.1566629817594
2879.1259977434074,2740.587643705471
3976.3163011576153,4177.997005425496
3735.316999806402,3368.395480765764
3260.210011681805,3045.520059147923
2234.980550418587,2693.451300096558
2846.7160240612543,2728.3228453663014
3149.4566566728254,4036.1681671893075
2569.101792086747,2529.0913597708063
2697.154200617655,2700.0215739572895
3474.7767140224964,3420.3915838444946
4213.685053826616,4454.967066590476
3481.414655114554,3371.056456082988
3766.3302323616913,3239.11131911279
3718.119704215915,3373.5641629885854
3911.850750495194,3683.747274203931
2346.8689730395763,2536.3385401924816
4492.348823979493,4510.430184725478
3724.4056206824735,3856.4776738960204
3353.6270295162462,3424.991072673743
3295.853510277911,3477.3275680289953
3591.180120298201,3419.2910162220596
4133.620623390892,4143.901870076833
3550.070357080141,3717.3271706018177
3589.631012346446,3811.472933809138
3692.156204045029,3437.0778637418066
2704.9553136408967,2769.858110134341
3289.626169155485,3625.229099727081
3511.873501470807,3777.2850230369513
2230.44813817038,2364.5871935619507
2745.368523195051,2966.472269588217
3746.152589523547,3665.1536330748972
3042.7808659020693,3545.5383542685663
3200.018436903126,3322.6555380154687
4220.138253806648,4499.769822072954
3159.545418618703,3087.150935936104
4319.6949077373865,4477.057796880736
2939.0396469327948,3060.425887375844
2868.302187400975,2962.5746208756154
1880.7735038181088,2247.0100440273754
3186.07138279186,2794.444092658803
4143.46860697231,3749.383751172937
3508.7839214697965,3354.1701565815456
2819.407587775552,2908.623081595239
1983.9471124140384,2281.876604862978
3558.9832766428453,3538.8089361918314
3963.343378791342,4223.993714879277
2475.606771927735,2601.6364772359557
3811.128610821937,3651.330719420299
3647.371410396169,3524.9243939359585
2256.758422487925,2566.6806074668702
3565.9196050834216,3742.0711178240135
3127.9968459965617,3374.114445707669
3026.0797855606847,3320.552551399776
3233.276984336506,2701.487419226913
2828.3710972811223,2748.3159823047
3017.12625471412,3110.397318263365
3799.763923693124,3899.4903946955565
3164.80481251482,2906.206784346274
3527.461372056868,3286.1200698770053
3580.9045199928446,3713.2113966043776
2768.7870643344063,2580.949447620117
2959.539237826122,3225.40009289124
3964.618154669984,3620.0410210586256
3094.6803587893714,2993.9491064215526
3568.37076806876,3168.944684663162
4661.516390476319,4657.492253953218
3922.328954130471,3831.3975590631776
3298.110063279628,3875.3139220039593
3413.452327005927,3430.534341676266
3329.0648921617253,3678.7883708893623
4670.021565145817,4852.818878746524
3086.1405026960147,3265.9256336361445
3667.6616095152976,3701.2814387841004
4204.504711219369,4125.665467417423
3541.5690926506213,3273.532139581547
3420.677557447556,3684.004027763429
3613.529408189208,3302.6369633458803
2726.2368312643816,3249.4406986742424
4060.9755878031456,4230.863453074748
3754.356260541351,3642.2141873552705
3191.978598456708,3518.1812239187784
